all_scores,batch_fit_time,dbi,mia,n_sample,preprocessing,silhouette,t0,total_sample,transform,experiment_name,som_dim,n_clust,amd_bin,date,best_clusters
30.6314809097,1.16906714439392,2.43271725758445,0.990876176534948,358827,zero-one,0.078694255164968,1532314521.79778,358827,,exp4_kmeans_zero-one,0,7,600-1200,2018-07-23,
34.9045714629,1.17006707191467,2.52049090676792,0.983204703870364,358827,zero-one,0.070998107460853,1532314526.94407,358827,,exp4_kmeans_zero-one,0,8,600-1200,2018-07-23,
35.4147336343,1.03705930709839,2.52761759495128,0.96366373282769,358827,zero-one,0.068778532456748,1532314532.04637,358827,,exp4_kmeans_zero-one,0,9,600-1200,2018-07-23,
24.8824649778,0.197011232376099,2.63943262710654,1.04212213919273,70029,zero-one,0.110544159433914,1532314537.7927,70029,,exp4_kmeans_zero-one,0,2,1200-2500,2018-07-23,
25.663975327,0.193011045455933,2.50890298368848,1.00300396561438,70029,zero-one,0.098053384556162,1532314542.55697,70029,,exp4_kmeans_zero-one,0,3,1200-2500,2018-07-23,
27.4924260747,0.197011232376099,2.53365188347421,0.98057400703436,70029,zero-one,0.090367913441353,1532314546.71821,70029,,exp4_kmeans_zero-one,0,4,1200-2500,2018-07-23,
33.5492832815,0.221012830734253,2.69402032068787,0.965895354924182,70029,zero-one,0.077561767623684,1532314551.04045,70029,,exp4_kmeans_zero-one,0,5,1200-2500,2018-07-23,
27.1897430958,0.339019536972046,2.35927705424057,0.942429375776572,70029,zero-one,0.081775395731985,1532314555.4247,70029,,exp4_kmeans_zero-one,0,6,1200-2500,2018-07-23,
35.3466767442,0.215012550354004,2.55600728794241,0.935975620764361,70029,zero-one,0.067682756297728,1532314559.75295,70029,,exp4_kmeans_zero-one,0,7,1200-2500,2018-07-23,
30.4868036208,0.189010620117188,2.43304697624531,0.934333067650692,70029,zero-one,0.074565909674493,1532314563.79418,70029,,exp4_kmeans_zero-one,0,8,1200-2500,2018-07-23,
32.0021453265,0.327018737792969,2.47362778961483,0.921488258126015,70029,zero-one,0.071227067430821,1532314567.76641,70029,,exp4_kmeans_zero-one,0,9,1200-2500,2018-07-23,
3.27251418734,0.008000373840332,1.45612292144735,0.608250828041095,257,zero-one,0.270644502054891,1532314571.28661,257,,exp4_kmeans_zero-one,0,2,2500-4000,2018-07-23,
2.52839191815,0.009000539779663,1.24443122187653,0.537687160882528,257,zero-one,0.264640416622504,1532314571.30961,257,,exp4_kmeans_zero-one,0,3,2500-4000,2018-07-23,
3.12545941686,0.010000467300415,1.42840660935086,0.512842122690716,257,zero-one,0.23438060774466,1532314571.33561,257,,exp4_kmeans_zero-one,0,4,2500-4000,2018-07-23,
4.83759603887,0.009000539779663,1.76222643102766,0.544492553867668,257,zero-one,0.198346278236718,1532314571.36062,257,,exp4_kmeans_zero-one,0,5,2500-4000,2018-07-23,
3.71154372211,0.010000705718994,1.54205345035056,0.520243956364879,257,zero-one,0.216148332877822,1532314571.38762,257,,exp4_kmeans_zero-one,0,6,2500-4000,2018-07-23,
4.65194405316,0.013000726699829,1.71532275809498,0.513017042932825,257,zero-one,0.189166034453081,1532314571.42562,257,,exp4_kmeans_zero-one,0,7,2500-4000,2018-07-23,
4.41504210854,0.01300048828125,1.68794074964549,0.48843810607562,257,zero-one,0.186737648850649,1532314571.45662,257,,exp4_kmeans_zero-one,0,8,2500-4000,2018-07-23,
4.865808274,0.011000633239746,1.67113907317192,0.485104433733871,257,zero-one,0.166606846824046,1532314571.48662,257,,exp4_kmeans_zero-one,0,9,2500-4000,2018-07-23,
0.340465041528,0.024001598358154,0.685445343650452,0.403757439399658,1166,demin,0.812869525630724,1532314643.64575,1166,,exp4_kmeans_demin,0,2,0-1,2018-07-23,
0.602506772569,0.016000986099243,1.04702095447313,0.478023850369806,1166,demin,0.830697696460511,1532314643.71175,1166,,exp4_kmeans_demin,0,3,0-1,2018-07-23,
0.669500414154,0.017000913619995,1.23355426251433,0.445569088387311,1166,demin,0.820960878596767,1532314643.77376,1166,,exp4_kmeans_demin,0,4,0-1,2018-07-23,
0.774192512926,0.013000726699829,1.45838544301653,0.432942418411315,1166,demin,0.815555446653444,1532314643.82976,1166,,exp4_kmeans_demin,0,5,0-1,2018-07-23,
0.583820673066,0.012000799179077,1.1097368563907,0.438971011292487,1166,demin,0.834404008957161,1532314643.88676,1166,,exp4_kmeans_demin,0,6,0-1,2018-07-23,
0.64453626022,0.012000799179077,1.33664514556724,0.394830239595774,1166,demin,0.818802533931257,1532314643.94377,1166,,exp4_kmeans_demin,0,7,0-1,2018-07-23,
0.790787688569,0.013000726699829,1.3832333432669,0.47593044894522,1166,demin,0.832490029337939,1532314644.00177,1166,,exp4_kmeans_demin,0,8,0-1,2018-07-23,
1.13061165393,0.029001712799072,1.79650121462218,0.531217417252058,1166,demin,0.844085351506626,1532314644.07677,1166,,exp4_kmeans_demin,0,9,0-1,2018-07-23,
8.97149546052,1.47708439826965,2.16738899517375,0.692908573128705,531067,demin,0.167397110400397,1532314668.60318,531067,,exp4_kmeans_demin,0,2,1-50,2018-07-23,
8.38438670355,1.39908027648926,2.18359740845034,0.663105514463545,531067,demin,0.172696648438024,1532314674.60852,531067,,exp4_kmeans_demin,0,3,1-50,2018-07-23,
8.73063715422,1.34807705879211,2.0144378635706,0.621485559339825,531067,demin,0.143396641079263,1532314680.32085,531067,,exp4_kmeans_demin,0,4,1-50,2018-07-23,
8.5107990117,1.90610885620117,2.16555623253082,0.629545084196148,531067,demin,0.160186520544814,1532314686.39419,531067,,exp4_kmeans_demin,0,5,1-50,2018-07-23,
7.88989750895,2.48314189910889,2.03121051198038,0.60647140066266,531067,demin,0.156132710576211,1532314693.15958,531067,,exp4_kmeans_demin,0,6,1-50,2018-07-23,
7.8329391388,1.89110803604126,2.03675233239609,0.610427766063324,531067,demin,0.158725882361267,1532314699.32793,531067,,exp4_kmeans_demin,0,7,1-50,2018-07-23,
10.6666543948,1.34607672691345,2.16018815802087,0.590476122379556,531067,demin,0.119581968248751,1532314704.79825,531067,,exp4_kmeans_demin,0,8,1-50,2018-07-23,
8.37542824522,1.50208592414856,2.00164385456014,0.586664259187842,531067,demin,0.140206909391607,1532314710.33856,531067,,exp4_kmeans_demin,0,9,1-50,2018-07-23,
16.9077054318,1.89610862731934,2.84580403026038,0.689146202870127,768122,demin,0.115992974296363,1532314748.05672,768122,,exp4_kmeans_demin,0,2,50-150,2018-07-23,
14.8452219856,1.93211054801941,2.44585705785866,0.657507257817986,768122,demin,0.108329048140077,1532314755.03712,768122,,exp4_kmeans_demin,0,3,50-150,2018-07-23,
14.4853883614,2.4911425113678,2.31927054302964,0.62728929457138,768122,demin,0.100435939069332,1532314762.18453,768122,,exp4_kmeans_demin,0,4,50-150,2018-07-23,
15.5321983919,1.9171097278595,2.34403856599497,0.617442655871813,768122,demin,0.093181233018831,1532314768.7339,768122,,exp4_kmeans_demin,0,5,50-150,2018-07-23,
16.7823690258,1.94711136817932,2.66643760482331,0.628107008699557,768122,demin,0.099795693044154,1532314775.28028,768122,,exp4_kmeans_demin,0,6,50-150,2018-07-23,
14.0006461331,1.97211265563965,2.40924103738692,0.614040016089674,768122,demin,0.105664438005112,1532314781.78465,768122,,exp4_kmeans_demin,0,7,50-150,2018-07-23,
16.6203277568,4.039231300354,2.4462000273491,0.58701394084382,768122,demin,0.08639742483783,1532314790.08913,768122,,exp4_kmeans_demin,0,8,50-150,2018-07-23,
13.4347988682,3.73221325874329,2.26772316685542,0.5879345975727,768122,demin,0.099240258122988,1532314798.15359,768122,,exp4_kmeans_demin,0,9,50-150,2018-07-23,
20.5114499872,2.82916188240051,3.01828803055881,0.658823302382107,1141688,demin,0.096946753597231,1532314856.78394,1141688,,exp4_kmeans_demin,0,2,150-400,2018-07-23,
18.756864445,2.78215909004211,2.67995901354119,0.637904927112013,1141688,demin,0.091143115322352,1532314864.57039,1141688,,exp4_kmeans_demin,0,3,150-400,2018-07-23,
25.7208445127,2.74915719032288,2.86750091870732,0.623569141710108,1141688,demin,0.069518910463806,1532314872.17582,1141688,,exp4_kmeans_demin,0,4,150-400,2018-07-23,
20.3896643259,2.81816124916077,2.71875777138025,0.609281995633444,1141688,demin,0.081241659211016,1532314879.79726,1141688,,exp4_kmeans_demin,0,5,150-400,2018-07-23,
17.3743734237,2.94216823577881,2.51426999631428,0.597020155490982,1141688,demin,0.086395625761142,1532314887.5637,1141688,,exp4_kmeans_demin,0,6,150-400,2018-07-23,
21.8254806095,2.94216847419739,2.57165032705303,0.590430258647014,1141688,demin,0.069569151530624,1532314895.14614,1141688,,exp4_kmeans_demin,0,7,150-400,2018-07-23,
14.9545331141,4.45025491714478,2.31479460256867,0.57584403980628,1141688,demin,0.089134222051168,1532314904.35966,1141688,,exp4_kmeans_demin,0,8,150-400,2018-07-23,
16.1595063073,3.3881938457489,2.34040476056562,0.568237145959709,1141688,demin,0.082298610875862,1532314912.37112,1141688,,exp4_kmeans_demin,0,9,150-400,2018-07-23,
19.1964704709,1.04906010627747,2.98035355362152,0.623909526919174,405034,demin,0.096865253355129,1532314929.21008,405034,,exp4_kmeans_demin,0,2,400-600,2018-07-23,
19.9976566254,1.28807377815247,2.82594512792142,0.609759022323183,405034,demin,0.086167373038744,1532314934.8354,405034,,exp4_kmeans_demin,0,3,400-600,2018-07-23,
20.3043054747,1.36807823181152,2.70808317945317,0.594087204710577,405034,demin,0.079236276670992,1532314940.64474,405034,,exp4_kmeans_demin,0,4,400-600,2018-07-23,
17.3215688931,1.64909434318542,2.48930944451228,0.576104667464712,405034,demin,0.082792892410667,1532314946.71908,405034,,exp4_kmeans_demin,0,5,400-600,2018-07-23,
17.5956122871,1.37007856369019,2.47384814858322,0.566559660082476,405034,demin,0.079655231275199,1532314952.1894,405034,,exp4_kmeans_demin,0,6,400-600,2018-07-23,
16.6599482309,1.85710620880127,2.39235762319286,0.561634407540646,405034,demin,0.080650332024271,1532314958.19274,405034,,exp4_kmeans_demin,0,7,400-600,2018-07-23,
16.2023607729,1.45508337020874,2.41233959741357,0.559303577145578,405034,demin,0.083273677523428,1532314963.79906,405034,,exp4_kmeans_demin,0,8,400-600,2018-07-23,
16.0614456605,1.53208756446838,2.3648680566704,0.548722657706594,405034,demin,0.080793268091445,1532314969.23137,405034,,exp4_kmeans_demin,0,9,400-600,2018-07-23,
16.7258534838,0.96905517578125,2.92370129801111,0.576769193241306,358827,demin,0.100820017380293,1532314983.53819,358827,,exp4_kmeans_demin,0,2,600-1200,2018-07-23,
17.2490858667,1.34607696533203,2.76173493655718,0.557502492307619,358827,demin,0.089261200397385,1532314989.23952,358827,,exp4_kmeans_demin,0,3,600-1200,2018-07-23,
19.8911293977,1.10606336593628,2.77306453630092,0.545624228640484,358827,demin,0.07606663092555,1532314994.69483,358827,,exp4_kmeans_demin,0,4,600-1200,2018-07-23,
16.1814246617,1.34407687187195,2.49618149696095,0.533014426616084,358827,demin,0.082223955995743,1532315000.29715,358827,,exp4_kmeans_demin,0,5,600-1200,2018-07-23,
20.0724189872,1.36307787895203,2.60170446646159,0.524957092647044,358827,demin,0.06804278116715,1532315005.86047,358827,,exp4_kmeans_demin,0,6,600-1200,2018-07-23,
19.226258306,1.93611073493958,2.57157571579011,0.532292058493631,358827,demin,0.071195825497721,1532315011.91981,358827,,exp4_kmeans_demin,0,7,600-1200,2018-07-23,
19.2140349232,1.98311328887939,2.54838306761806,0.513705473218002,358827,demin,0.068133441774357,1532315017.95516,358827,,exp4_kmeans_demin,0,8,600-1200,2018-07-23,
23.5611203727,2.18212485313416,2.67292418069346,0.509756733190134,358827,demin,0.057830063972306,1532315024.12451,358827,,exp4_kmeans_demin,0,9,600-1200,2018-07-23,
13.8704253488,0.325018644332886,2.7877373576039,0.515239901032572,70029,demin,0.103555117028625,1532315030.07385,70029,,exp4_kmeans_demin,0,2,1200-2500,2018-07-23,
14.8320370366,0.254014730453491,2.7028816033806,0.499347455815371,70029,demin,0.090997416517177,1532315034.70612,70029,,exp4_kmeans_demin,0,3,1200-2500,2018-07-23,
15.2010489622,0.28001594543457,2.519354839132,0.486192622963977,70029,demin,0.08057942188477,1532315039.10937,70029,,exp4_kmeans_demin,0,4,1200-2500,2018-07-23,
16.0320588908,0.408023118972778,2.46088669994643,0.481290227578121,70029,demin,0.073877019036103,1532315043.59563,70029,,exp4_kmeans_demin,0,5,1200-2500,2018-07-23,
16.3744678494,0.364020586013794,2.5059523747341,0.471814760978745,70029,demin,0.072206640947648,1532315047.88387,70029,,exp4_kmeans_demin,0,6,1200-2500,2018-07-23,
18.5865111978,0.216012239456177,2.64782829261427,0.467613444554209,70029,demin,0.066616058028289,1532315051.99411,70029,,exp4_kmeans_demin,0,7,1200-2500,2018-07-23,
20.9773076849,0.221012592315674,2.59837388204745,0.468579492312577,70029,demin,0.058041038095879,1532315056.08034,70029,,exp4_kmeans_demin,0,8,1200-2500,2018-07-23,
25.3353557751,0.214012384414673,2.69983855751856,0.457751194852981,70029,demin,0.048779829128274,1532315060.04157,70029,,exp4_kmeans_demin,0,9,1200-2500,2018-07-23,
2.21660960964,0.007000207901001,1.42551751581852,0.412547132197287,257,demin,0.265312015472259,1532315063.78478,257,,exp4_kmeans_demin,0,2,2500-4000,2018-07-23,
2.47230878543,0.008000612258911,1.58879504912365,0.405020564735363,257,demin,0.260280864524997,1532315063.80778,257,,exp4_kmeans_demin,0,3,2500-4000,2018-07-23,
3.35995606574,0.009000539779663,1.93779664445498,0.412451894757536,257,demin,0.237874508482503,1532315063.83378,257,,exp4_kmeans_demin,0,4,2500-4000,2018-07-23,
5.80860273251,0.010000467300415,2.2635581519196,0.395926111541215,257,demin,0.154288702224536,1532315063.86078,257,,exp4_kmeans_demin,0,5,2500-4000,2018-07-23,
8.19935369767,0.020001411437988,2.34409243826808,0.408471975852911,257,demin,0.116777017451217,1532315063.90679,257,,exp4_kmeans_demin,0,6,2500-4000,2018-07-23,
5.27838995511,0.015000820159912,2.08917154126386,0.361501562803597,257,demin,0.143081277350708,1532315063.94379,257,,exp4_kmeans_demin,0,7,2500-4000,2018-07-23,
5.9328887316,0.013000726699829,2.15788348647178,0.383509614055342,257,demin,0.139488384244455,1532315063.97679,257,,exp4_kmeans_demin,0,8,2500-4000,2018-07-23,
8.17866582777,0.01400089263916,2.35590252538135,0.377804164760029,257,demin,0.108828237343541,1532315064.01179,257,,exp4_kmeans_demin,0,9,2500-4000,2018-07-23,
8.27204534551,0.021001100540161,1.04556491923125,6.32956525631159,1166,sa_norm,0.800040511090081,1532315136.25393,1166,,exp4_kmeans_sa_norm,0,2,0-1,2018-07-23,
7.2842959222,0.026001453399658,0.888158438078769,6.67108698926201,1166,sa_norm,0.813391199912282,1532315136.97797,1166,,exp4_kmeans_sa_norm,0,3,0-1,2018-07-23,
7.0099520957,0.011000633239746,0.872141226267106,6.72650853993945,1166,sa_norm,0.836876675678677,1532315137.04297,1166,,exp4_kmeans_sa_norm,0,4,0-1,2018-07-23,
22.0451292086,0.011000633239746,2.1761595719297,8.53017184931422,1166,sa_norm,0.842046102086809,1532315137.10197,1166,,exp4_kmeans_sa_norm,0,5,0-1,2018-07-23,
32.1703501462,0.010000705718994,2.89352184430927,9.1836813638517,1166,sa_norm,0.826014715933934,1532315137.15698,1166,,exp4_kmeans_sa_norm,0,6,0-1,2018-07-23,
21.2277825445,0.012000799179077,1.90142900769779,9.62777217868595,1166,sa_norm,0.8623851908078,1532315137.21298,1166,,exp4_kmeans_sa_norm,0,7,0-1,2018-07-23,
4.49865528793,0.012000799179077,0.73512407661886,4.95739850497383,1166,sa_norm,0.810087184981087,1532315137.26998,1166,,exp4_kmeans_sa_norm,0,8,0-1,2018-07-23,
18.2543370821,0.013000726699829,2.21953537123009,6.98007472729321,1166,sa_norm,0.848703663210539,1532315137.34299,1166,,exp4_kmeans_sa_norm,0,9,0-1,2018-07-23,
